Vokabel;Uebersetzung;Status;Fundstelle;Band;Wortart;Beispielsatz;Hinweis
life (pl lives);Leben;aktiv;2/B9;I;s;;
true;WAHR;aktiv;2/B9;I;a;;
to take out the rubbish;den Müll hinausbringen;aktiv;2/B9;I;ph;;ID1403544
to take out;herausnehmen, hinausbringen;aktiv;2/B9;I;irr;;
rubbish (no pl);Müll;aktiv;2/B9;I;s;;
toilet;Toilette, Klo;aktiv;2/B9;I;s;;
work;Arbeit;aktiv;2/B9;I;s;;
to cook;kochen;aktiv;2/B9;I;v;I often *cook* spaghetti.;
cooking;Kochen;aktiv;2/B9;I;s;I often do the *cooking*.;
usually;gewöhnlich, normalerweise;aktiv;2/B9;I;av;;
just;nur, bloß, einfach;aktiv;2/B9;I;av;;
to walk the dog;den Hund ausführen;aktiv;2/B9;I;ph;I always *walk the dog*.;
to wait;warten;aktiv;2/B9;I;v;;
to wait for;warten auf;aktiv;2/B9;I;ph;;
back;(wieder) zurück;aktiv;2/B9;I;av;;
which;welche(r, s);passiv;2/B9;I;d;;
to be angry with sb;sich über jdn ärgern;aktiv;2/B11;I;ph;Jo is *angry with* Lizzy. She is always late.;
to believe;glauben;aktiv;2/B11;I;v;I can't find my mobile phone. I can't *believe* it!;
because;weil, da;aktiv;2/C1;I;k;I often eat pizza *because* I like it.;
next;nächste(r, s);aktiv;2/C2;I;a;We can meet *next* week.;
riding (no pl);Reiten;passiv;2/C2;I;s;;
planner;Kalender (zur Terminplanung);passiv;2/C2;I;s;;
every;jede(r, s);aktiv;2/C2;I;a;I meet my friends *every* day.;
cinema;Kino;aktiv;2/C2;I;s;Let's go the the *cinema*. We can watch a good film.;
weekend;Wochenende;aktiv;2/C2;I;s;*weekend* = Saturday and Sunday;
to watch;beobachten, zuschauen, anschauen;aktiv;2/C2;I;v;Alex always *watches* Manchester United.;
when;wann;aktiv;2/C2;I;av;;
at the end;am Ende;passiv;2/C4;I;ph;;
without;ohne;passiv;2/C4;I;pr;;
ghost;Geist, Gespenst;aktiv;2/C7;I;s;*ghost*;ID1389815
story;Geschichte, Erzählung;aktiv;2/C7;I;s;Lisa can tell great *stories*!;
spider;Spinne;passiv;2/C7;I;s;;
dark;dunkel;aktiv;2/C7;I;a;I can't see you. It's too *dark*.;
scary;furchterregend;aktiv;2/C7;I;a;;
midnight (no pl);Mitternacht;passiv;2/C7;I;s;;
What time is it?;Wie spät/Wie viel Uhr ist es?;aktiv;2/C8;I;ph;;
What's the time?;Wie spät/Wie viel Uhr ist es?;aktiv;2/C8;I;ph;;
to guess;(er)raten;aktiv;2/C8;I;v;How old are you? - Can you *guess*?;
to happen;geschehen, passieren;aktiv;2/C8;I;v;In this ghost story scary things *happen*.;
maybe;vielleicht, möglicherweise;passiv;2/C8;I;av;;
excited;aufgeregt;aktiv;2/C8;I;a;;
out;außen, hier: draußen;aktiv;2/C8;I;av;;
tent;Zelt;aktiv;2/C8;I;s;*tent*;ID1389817
Come on! (informal);Komm(t) jetzt!, Mach(t) schon!;aktiv;2/C8;I;ph;;
to get;erhalten, bekommen, hier: holen;aktiv;2/C8;I;irr;;
sleeping bag;Schlafsack;passiv;2/C8;I;s;;
later;später;aktiv;2/C8;I;a;Break is over. We can talk *later*.;
strange;sonderbar, merkwürdig, hier: unheimlich;aktiv;2/C8;I;a;;
noise;Geräusch;aktiv;2/C8;I;s;;
at night;nachts;aktiv;2/C8;I;ph;;
to laugh;lachen;aktiv;2/C8;I;v;;
to be afraid (of);Angst haben/sich fürchten (vor);aktiv;2/C8;I;ph;I'm *afraid of* spiders.;
to scare;Angst machen, erschrecken;aktiv;2/C8;I;v;Can I *scare* you with a spider?;
the dark (no pl);die Dunkelheit;passiv;2/C8;I;s;;
candle;Kerze;passiv;2/C8;I;s;;
to whisper;flüstern;passiv;2/C8;I;v;;
spooky (informal);"schaurig; unheimlich";passiv;2/C8;I;a;;
voice;Stimme;passiv;2/C8;I;s;;
light (no pl);Licht;passiv;2/C8;I;s;;
woman (pl women);Frau;aktiv;2/C8;I;s;*woman*;ID1389841
into;in;passiv;2/C8;I;pr;;
suddenly;plötzlich;passiv;2/C8;I;av;;
to look;sehen, schauen;aktiv;2/C8;I;v;*Look*, there's a ghost!;
to scream;schreien, kreischen;aktiv;2/C8;I;v;;
face;Gesicht;aktiv;2/C8;I;s;;ID1389814
only;nur;aktiv;2/C8;I;av;;
at that moment;in diesem Moment;passiv;2/C8;I;ph;;
to hear;hören;aktiv;2/C8;I;irr;I can *hear* a strange noise.;
to jump (up);(auf)springen, (hoch)springen;aktiv;2/C8;I;ph;;
to jump;springen;aktiv;2/C8;I;v;;
to shout;schreien;aktiv;2/C8;I;v;Don't *shout*. I can hear you.;
to shout (at);(an)schreien;aktiv;2/C8;I;ph;Don't *shout at* your teacher.;
angry;verärgert, zornig, wütend;aktiv;2/C8;I;a;;
just wait;warte(t) nur!;passiv;2/C8;I;ph;;
till (= until);bis;passiv;2/C8;I;k;;
to be asleep;schlafen;aktiv;2/C8;I;ph;She'*s asleep*.;ID1389812
heading;Überschrift, Titel;passiv;2/C9;I;s;;
birthday;Geburtstag;aktiv;3/A;I;s;;
around the year;das ganze Jahr über;passiv;3/A;I;ph;;
calendar;Kalender;aktiv;3/A1;I;s;;
month;Monat;aktiv;3/A1;I;s;;
to look at;(sich) ansehen, anschauen;aktiv;3/A2;I;ph;*Look at* the picture!;
child (pl children);Kind;aktiv;3/A2;I;s;*child* *children*;ID1394763
when;wenn;aktiv;3/A2;I;k;My parents are happy *when* I walk the dog.;
what;welche(r, s);passiv;3/A2;I;d;;
other;andere(r, s);aktiv;3/A2;I;a;;
third;dritte(r, s);aktiv;3/A2;I;a;;
June;Juni;aktiv;3/A2;I;s;;
January;Januar;aktiv;3/A2;I;s;;
February;Februar;aktiv;3/A2;I;s;;
March;März;aktiv;3/A2;I;s;;
July;Juli;aktiv;3/A2;I;s;;
August;August;aktiv;3/A2;I;s;;
September;September;aktiv;3/A2;I;s;;ID1376977
April;April;aktiv;3/A2;I;s;;
May;Mai;aktiv;3/A2;I;s;;ID1376972
October;Oktober;aktiv;3/A2;I;s;;
November;November;aktiv;3/A2;I;s;;
December;Dezember;aktiv;3/A2;I;s;;
first;erste(r, s);aktiv;3/A2;I;a;;
second;zweite(r, s);aktiv;3/A2;I;a;;
in winter;im Winter;aktiv;3/A3;I;s;;
winter;Winter;aktiv;3/A3;I;s;;
season;Jahreszeit;aktiv;3/A3;I;s;;
spring;Frühling;aktiv;3/A3;I;s;;
summer;Sommer;aktiv;3/A3;I;s;;ID1383686
autumn;Herbst;aktiv;3/A3;I;s;;
line;Linie, hier: Reihe;passiv;3/A3;I;s;;
place;Ort, Platz, Stelle;aktiv;3/A3;I;s;;
to change places;die Plätze tauschen;passiv;3/A3;I;ph;;
cake;Kuchen;aktiv;3/A4;I;s;I always eat *cake* at my birthday party.;
swimming;Schwimmen;aktiv;3/A4;I;s;;
to go swimming;schwimmen gehen;aktiv;3/A4;I;ph;Sarah *goes swimming* after school.;ID1394783
to have a party;eine Party geben;aktiv;3/A4;I;ph;I always *have a party* in June.;
ice-skating;Schlittschuhlaufen, Eislaufen;passiv;3/A4;I;s;;
date;Datum;aktiv;3/A5;I;s;What's the *date*? -19th November.;
short;kurz;aktiv;3/A5;I;a;;
to drink;trinken;aktiv;3/A5;I;irr;Alex often *drinks* lemonade.;
to decorate;dekorieren;passiv;3/A5;I;v;;
all day;den ganzen Tag;passiv;3/B1;I;ph;all day <> all night;
to have;haben, hier: essen;aktiv;3/B1;I;irr;We always *have* cake on my birthday.;
no;kein/e;aktiv;3/B1;I;a;That's *no* problem!;
to dance;tanzen;aktiv;3/B1;I;v;Let's listen to music and *dance*.;
to go on a trip;einen Ausflug/eine Reise machen;passiv;3/B1;I;ph;;
trip;Ausflug, Reise;passiv;3/B1;I;s;;
something;etwas;aktiv;3/B1;I;p;Let's have *something* to eat. - What about a pizza?;
surprise;Überraschung;aktiv;3/B1;I;s;Don't tell Jill. It's a *surprise*.;
first;zuerst, als Erstes;passiv;3/B1;I;av;;
invitation;Einladung;aktiv;3/B1;I;s;Jo has got an *invitation* to Lizzy's party.;
to buy;kaufen;aktiv;3/B1;I;irr;Let's *buy* a CD for Lisa. It's her birthday.;
still;(immer) noch, noch immer;passiv;3/B1;I;av;;
sure (informal);natürlich!, klar!;passiv;3/B1;I;i;;
to answer;(be)antworten;aktiv;3/B1;I;v;Please *answer* my question.;
him;ihm, ihn;aktiv;3/B3;I;p;1. John never helps. Don't ask *him*. 2. Can you give *him* your book?;
her;ihr, sie;aktiv;3/B3;I;p;1. Lisa always helps. You can ask *her*. 2. Can you give *her* a pen?;
food (no pl);Essen, Nahrung, Futter;aktiv;3/B3;I;s;*food* = something to eat;
present;Geschenk;aktiv;3/B3;I;s;;
person;Person;aktiv;3/B4;I;s;I like Anne. She's a great *person*.;
to need;müssen, brauchen;passiv;3/B5;I;v;;
leaflet;Flyer, Prospekt;aktiv;3/B7;I;s;;
to try;versuchen, probieren;aktiv;3/B7;I;v;*Try* John's cake. It's great!;
circus;Zirkus;aktiv;3/B7;I;s;;
to spin plates;Teller drehen;passiv;3/B7;I;ph;;
to fly;fliegen;aktiv;3/B7;I;irr;Dogs can't *fly*.;
through;durch;passiv;3/B7;I;pr;;
air (no pl);Luft;passiv;3/B7;I;s;;
to fly through the air;durch die Luft fliegen;passiv;3/B7;I;ph;;
to walk the wire;auf einem Seil balancieren;passiv;3/B7;I;ph;;
to juggle;jonglieren;passiv;3/B7;I;v;;
to take part (in);teilnehmen (an);aktiv;3/B7;I;ph;I want to *take part in* the circus show.;
better;besser;passiv;3/B8;I;a;;
a bit;ein bisschen, ein wenig;passiv;3/B8;I;ph;;
to be sure;sicher sein;aktiv;3/B8;I;ph;Charlie is 13. - *Are* you *sure*?;
sure;sicher;aktiv;3/B8;I;a;;
I'm afraid;leider;aktiv;3/B8;I;ph;Do you like my T-shirt? - *I'm afraid* I don't like the colour.;
perfect;perfekt;aktiv;3/B8;I;a;;
clothes (pl);Kleider, Kleidung;aktiv;3/B9;I;s;*clothes*;ID1394764
to take place;stattfinden;aktiv;3/B9;I;ph;The party can *take place* at our house.;
to offer;anbieten, bieten;aktiv;3/B9;I;v;Can I *offer* you something to eat?;
to sell;verkaufen;aktiv;3/B9;I;irr;to *buy* <> to *sell*;
to call;rufen, nennen, anrufen;aktiv;3/B9;I;v;"It's Tom's birthday today. Let's *call* him and say ""happy birthday"".";
guest;Gast;aktiv;3/B9;I;s;There are six *guests* at Charlie's birthday party.;
to learn;lernen;aktiv;3/B11;I;irr;Caroline *learns* French at school.;
to finish;(be)enden, aufhören;aktiv;3/B11;I;v;The party starts at one o'clock and *finishes* at six.;
to wear;tragen, anhaben;aktiv;3/B11;I;irr;She always *wears* beautiful clothes.;
to go on;weitergehen, hier: weitermachen;aktiv;3/B12;I;irr;;
the other one;der/die andere;passiv;3/B12;I;ph;;
to think of;denken an, sich ausdenken, hier: halten von;passiv;3/B12;I;irr;;
drink (no pl);Trinken;aktiv;3/C1;I;s;*drink* <> food;
to hope;hoffen;aktiv;3/C2;I;v;I *hope* I can have a dog.;
already;schon, bereits;aktiv;3/C2;I;av;Let's go now. It's *already* ten past six.;
recipe;Rezept;aktiv;3/C2;I;s;I've got a really good *recipe* for a cake.;
rainbow;Regenbogen;passiv;3/C2;I;s;;
different;anders, andere(r, s), hier: verschieden;passiv;3/C2;I;a;;
some;einige, etwas;aktiv;3/C2;I;a;There are *some* apples on the table.;
cocoa (no pl);Kakao, Kakaopulver;passiv;3/C2;I;s;;
colouring (no pl);Farbstoff;passiv;3/C2;I;s;;
packet;Packung, Tüte;passiv;3/C2;I;s;;
a packet of ...;eine Packung ...;passiv;3/C2;I;ph;;
to need;müssen, brauchen;aktiv;3/C2;I;v;We *need* six eggs. - We *need to* buy sugar.;
needn't (= need not);müssen nicht, brauchen nicht;aktiv;3/C2;I;ph;We *needn't* buy sugar.;
butter;Butter;aktiv;3/C2;I;s;;
sugar;Zucker;aktiv;3/C2;I;s;;
baking powder (no pl);Backpulver;passiv;3/C2;I;s;;
egg;Ei;aktiv;3/C2;I;s;;
sweets (pl);Süßigkeiten;aktiv;3/C2;I;s;Do you like *sweets*? - Yes, I love *chocolate*.;
chocolate (no pl);Schokolade;aktiv;3/C2;I;s;;
tin;Büchse, Dose;passiv;3/C2;I;s;;
any;(irgend)ein(e), jede(r, s);aktiv;3/C2;I;a;Have we got *any* eggs?;
box;Kiste, Schachtel;aktiv;3/C2;I;s;;
bar;Stange, Stab, hier: Riegel;passiv;3/C2;I;s;;
bottle;Flasche;aktiv;3/C2;I;s;*bottle*;ID1394761
shopping (no pl);Einkaufen;aktiv;3/C2;I;s;We need some sandwiches. Let's go *shopping*!;
punch;Punsch, Bowle;passiv;3/C4;I;s;;
juice;Saft;aktiv;3/C4;I;s;Do you like orange *juice*?;
fridge (informal);Kühlschrank;aktiv;3/C4;I;s;;
banana;Banane;aktiv;3/C4;I;s;;
have to;müssen;aktiv;3/C4;I;irr;We *have to* buy some sugar for our cake.;
pineapple;Ananas;passiv;3/C4;I;s;;
to mix;(miteinander) (ver)mischen;aktiv;3/C4;I;v;;
to cut;schneiden;aktiv;3/C4;I;irr;to *cut*;ID1394766
fruit (no pl);Frucht, Obst;aktiv;3/C4;I;s;Apples and bananas are *fruit*.;
salt (no pl);Salz;aktiv;3/C4;I;s;;ID1394778
pepper (no pl);Pfeffer;aktiv;3/C4;I;s;;ID1394778
cheese;Käse;aktiv;3/C4;I;s;;ID1394778
ham;Schinken;aktiv;3/C4;I;s;;ID1394778
tomato;Tomate;aktiv;3/C4;I;s;;ID1394778
to flatten;"flach machen; glätten";passiv;3/C4;I;v;;
to bake;backen;aktiv;3/C4;I;v;Let's *bake* a cake for Charlie's birthday!;
cookbook;Kochbuch;passiv;3/C5;I;s;;
on the Internet;im Internet;passiv;3/C5;I;ph;;
to take photos;fotografieren, Fotos machen;aktiv;3/C5;I;ph;;
title;Titel;passiv;3/C6;I;s;;
to stop;stoppen, (an)halten;aktiv;3/C6;I;v;;
young;jung;aktiv;3/C6;I;a;*young* <> old;
man (pl men);Mann;aktiv;3/C6;I;s;*man* <> woman;
trapeze;Trapez;passiv;3/C6;I;s;;
also;auch;aktiv;3/C6;I;av;We need some flour for the cake. We *also* need some sugar.;
own;eigene(r, s);aktiv;3/C6;I;a;Do you want to use my phone? - No, thanks. I can use my *own* phone.;
quick;schnell;aktiv;3/C6;I;a;;
to do a warm-up;sich aufwärmen;passiv;3/C6;I;ph;;
to keep;behalten, aufbewahren, hier: halten;aktiv;3/C6;I;irr;;ID1394774
arm;Arm;aktiv;3/C6;I;s;;ID1394774
up;nach oben, hoch;aktiv;3/C6;I;av;;ID1394774
hand;Hand;aktiv;3/C6;I;s;;
Well done!;gut gemacht!, super!;aktiv;3/C6;I;ph;Your homework is very good. *Well done!*;
to train;trainieren;passiv;3/C6;I;v;;
to sound;klingen;aktiv;3/C6;I;v;What about a game of football? - That *sounds* good.;
that sounds fun;das klingt gut;passiv;3/C6;I;ph;;
ready;fertig, bereit;aktiv;3/C6;I;a;;
to swing;(hin- und her)schwingen, sich drehen;passiv;3/C6;I;irr;;
leg;Bein;aktiv;3/C6;I;s;;
next;als Nächste(r, s);aktiv;3/C6;I;av;;
to slow down;verlangsamen;passiv;3/C6;I;ph;;
everybody;alle, jede/r;aktiv;3/C6;I;p;;
to watch out (for);aufpassen (auf);passiv;3/C6;I;ph;;
high;hoch;aktiv;3/C6;I;a;It's very *high*!;ID1394773
down;hinunter, herunter;aktiv;3/C6;I;av;up <> *down*;
to fall over;hinfallen, stürzen;passiv;3/C6;I;irr;;
to move;(sich) bewegen;passiv;3/C6;I;v;;
accident;Unfall;passiv;3/C6;I;s;;
foot (pl feet);Fuß;aktiv;3/C6;I;s;;
to live;leben;passiv;3/C6;I;v;;
order;Ordnung, Reihenfolge;passiv;3/C7;I;s;;
after that;danach;aktiv;3/C7;I;ph;I do yoga on Mondays. *After that* I watch TV.;
in the end;letzten Endes, schließlich, zum Schluss;aktiv;3/C7;I;ph;;
end;Ende, Schluss;aktiv;3/C7;I;s;;
stupid;dumm, blöd;aktiv;3/C8;I;a;;
hurt;verletzt, verwundet;aktiv;3/C8;I;a;;
to surprise;überraschen;aktiv;3/C8;I;v;Charlie's birthday is on Monday. Let's *surprise* him!;
role;Rolle;passiv;3/C9;I;s;;
narrator;Erzähler/in;passiv;3/C9;I;s;;
quietly;leise, still;passiv;3/C9;I;av;;
character;Charakter, Figur;passiv;3/C9;I;s;;
information (no pl);Information(en), Auskunft;aktiv;3/C10;I;s;;
act;(Show)nummer;passiv;3/C10;I;s;;
free time;Freizeit;aktiv;4/A;I;s;In her *free time* she often watches TV.;ID1389854
canal;Kanal;passiv;4/A;I;s/a;;
boat;Boot, Schiff;aktiv;4/A;I;s;*boat*;ID1394760
note;Notiz, Mitteilung;passiv;4/A1;I;s;;
stall;(Verkaufs)stand;passiv;4/A2;I;s;;
fancy;ausgefallen, hier: modisch;passiv;4/A2;I;a;;
furniture (no pl);Möbel;aktiv;4/A2;I;s;*furniture* = chair, desk, shelf, ...;
many;viele;aktiv;4/A2;I;a;;
market;Markt;aktiv;4/A2;I;s;;
open;offen, geöffnet;aktiv;4/A2;I;a;;
open (from … to …);offen, geöffnet (von … bis …);aktiv;4/A2;I;ph;Our shop is *open from* 10 *to* 6.;
a week;in der Woche;passiv;4/A2;I;ph;;
to;in, nach, zu, an, hier: bis;aktiv;4/A2;I;pr;;
wonderful;wunderbar, wundervoll;aktiv;4/A2;I;a;That's a *wonderful* idea!;
Chinese;Chinese/Chinesin, chinesisch;passiv;4/A2;I;s/a;;
restaurant;Restaurant, Gaststätte;aktiv;4/A2;I;s;;
a year;im Jahr;passiv;4/A2;I;ph;;
to enjoy;genießen;aktiv;4/A2;I;v;He always *enjoys* the *amazing* view.;ID1394769
amazing;erstaunlich, toll;aktiv;4/A2;I;a;;ID1394769
view;(Aus)sicht, (Aus)blick;passiv;4/A2;I;s;;
delicious;köstlich, lecker;passiv;4/A2;I;a;;
expensive;teuer;aktiv;4/A2;I;a;£ 25 for a pizza? That's *expensive*!;
noodles (pl);Nudeln;passiv;4/A2;I;s;;
to join in;mitmachen;passiv;4/A2;I;ph;;
to go canoeing;Kanufahren gehen;passiv;4/A2;I;ph;;
canoeing (no pl);Kanufahren;passiv;4/A2;I;s;;
exciting;aufregend, spannend;aktiv;4/A2;I;a;*exciting* <> boring;
castle;Burg, Schloss;passiv;4/A2;I;s;;
adult;Erwachsene/r;aktiv;4/A2;I;s;*adult* <> child;
way;Weg, hier: Art und Weise;aktiv;4/A2;I;s;;
to visit;besuchen, anschauen;aktiv;4/A2;I;v;I often *visit* my friends at the weekend.;
best;beste(r, s);aktiv;4/A2;I;a;Sarah is my *best* friend.;
to have a good time;(viel) Spaß haben;passiv;4/A2;I;ph;;
playing field;Sportplatz, Spielfeld;passiv;4/A2;I;s;;
tree;Baum;aktiv;4/A2;I;s;We've got an apple *tree* in our garden.;
flower;Blume;aktiv;4/A2;I;s;*flower*;ID1394771
a day;pro Tag;passiv;4/A2;I;ph;;
to add (sth to sth);(etw etw) hinzufügen;aktiv;4/A3;I;v;;
area;Gebiet, Region, Gegend;passiv;4/A4;I;s;;
British;britisch;passiv;4/A4;I;s;;
where;wo, hier: wohin;aktiv;4/A4;I;av;*Where* do you want to go? - To London.;
each;jede(r, s);aktiv;4/A4;I;a;She's wearing a ring on *each* finger.;ID1394767
group;Gruppe;aktiv;4/A4;I;s;;
crisps (pl, BE);Chips;passiv;4/B1;I;s;;
to lie;liegen, sich hinlegen;aktiv;4/B2;I;irr;;
at the moment;im Moment;aktiv;4/B2;I;ph;*at the moment* = now;
moment;Moment, Augenblick;aktiv;4/B2;I;s;;
match;Spiel;passiv;4/B2;I;s;;
against;gegen;passiv;4/B2;I;pr;;
happy;glücklich, zufrieden, fröhlich;aktiv;4/B2;I;a;*happy*;ID1383684
player;Spieler/in;passiv;4/B2;I;s;;
to win;gewinnen;aktiv;4/B2;I;irr;It's 2-1. The Arsenal players *are winning*.;
magazine;Zeitschrift, Magazin;passiv;4/B2;I;s;;
budgie (= budgerigar) (informal);Wellensittich;passiv;4/B2;I;s;;
cage;Käfig;aktiv;4/B2;I;s;;ID1394762
to form;formen, bilden;passiv;4/B3;I;v;;
careful;vorsichtig;passiv;4/B3;I;a;;
spelling;Rechtschreibung, hier: Schreibweise;passiv;4/B3;I;s;;
it's (= it is);es ist, hier: hier spricht;passiv;4/B5;I;ph;;
couch potato;Couchpotato, Fernsehglotzer/in;passiv;4/B5;I;s;;
to answer the phone;ans Telefon gehen;aktiv;4/B5;I;ph;;ID1394758
phone (= telephone);Telefon;aktiv;4/B5;I;s;;
telephone;Telefon;aktiv;4/B5;I;s;;
so;also, deshalb;aktiv;4/B5;I;k;;
I guess …;Ich schätze …;aktiv;4/B5;I;ph;He has got basketball training today, *so I guess* he isn't at home.;
to show sb (a)round;jdn herumführen;passiv;4/B5;I;ph;;
to mime;pantomimisch darstellen, mimen;passiv;4/B7;I;v;;
action;Handlung, Tat;passiv;4/B7;I;s;;
goal;Ziel, Tor;passiv;4/B9;I;s;;
to score (a goal);(ein Tor) schießen;passiv;4/B9;I;ph;;
to use;benutzen;aktiv;4/B9;I;v;;
to cheer;jubeln;aktiv;4/B9;I;v;They *are cheering*.;ID575129
to cry;weinen, schreien;aktiv;4/B9;I;v;to *cry* <> to laugh;
to walk off;weggehen (von), hinuntergehen (von);passiv;4/B9;I;v;;
to say sorry;sich entschuldigen;aktiv;4/B9;I;ph;;
somebody;(irgend)jemand, irgendwer;aktiv;4/C2;I;p;Do you know *somebody* from London?;
tall;groß, hoch (gewachsen);aktiv;4/C2;I;a;*tall* <> small;
blond(e);blond;aktiv;4/C2;I;a;Emma has *blonde hair*.;
hair (no pl);Haare;aktiv;4/C2;I;s;;
others (pl);andere;aktiv;4/C2;I;p;Jo and Alex are here, but where are the *others*?;
trousers (pl);Hose;aktiv;4/C2;I;s;;
skirt;Rock;aktiv;4/C2;I;s;She's wearing a *skirt*.;ID1383688
this T-shirt;dieses T-Shirt;passiv;4/C3;I;ph;;
shop assistant;Verkäufer/in;aktiv;4/C3;I;s;;
We're just looking.;Wir schauen uns nur um.;aktiv;4/C3;I;ph;;
How much is/are ...?;Was kostet/kosten ...?;aktiv;4/C3;I;ph;*How much are* these jeans? - They're £ 29.99.;
it's (= it is);es ist, hier: es kostet;aktiv;4/C3;I;ph;How much is it? - *It's* £ 9.99.;
Why don't you buy it anyway?;Warum kaufst du es nicht trotzdem?;passiv;4/C3;I;ph;;
these jeans;diese Jeans;passiv;4/C3;I;ph;;
size;Größe;aktiv;4/C3;I;s;Have you got them in *size* 10?;
here you are;Hier, bitte!, Bitte schön!;aktiv;4/C3;I;ph;Can I have your book? - *Here you are.*;
on special offer;im Sonderangebot;passiv;4/C3;I;ph;;
offer;Angebot;passiv;4/C3;I;s;;
cheap;billig, preiswert;aktiv;4/C3;I;a;*cheap* <> expensive;
to try on;anprobieren;aktiv;4/C3;I;ph;I like these jeans. Can I *try* them *on*?;
to fit;passen;aktiv;4/C3;I;v;;ID1394784
long;lang;aktiv;4/C3;I;a;;ID1394784
after all;schließlich, hier: zumindest;passiv;4/C3;I;ph;;
customer;Kunde/Kundin;aktiv;4/C3;I;s;*customer* <> shop assistant;
to go shopping;einkaufen gehen;aktiv;4/C4;I;ph;;
to be missing;fehlen;aktiv;4/C5;I;ph;I can't find my new T-shirt. It's *missing*.;
to be a pity;schade/bedauerlich sein;passiv;4/C5;I;ph;;
street;Straße;aktiv;4/C5;I;s;;
artist;Künstler/in;passiv;4/C5;I;s;;
to stand;stehen;passiv;4/C5;I;irr;;
coat;Mantel;aktiv;4/C5;I;s;*coat*;ID1394765
hat;Hut;aktiv;4/C5;I;s;;
to bring;(mit)bringen;aktiv;4/C5;I;irr;Can I *bring* my friends to your party?;
parrot;Papagei;passiv;4/C5;I;s;;
to make fun of sb;sich über jdn lustig machen;passiv;4/C5;I;ph;;
to yawn;gähnen;passiv;4/C5;I;v;;
to kiss;küssen;passiv;4/C5;I;v;;
that;der/die/das;passiv;4/C5;I;d;;
pickpocket;Taschendieb/in;aktiv;4/C5;I;s;The *pickpockets* are taking the girl's money.;
to take;(mit)nehmen, hier: wegnehmen;aktiv;4/C5;I;irr;;
money (no pl);Geld;aktiv;4/C5;I;s;*money*;ID990082
to run (away);(weg)rennen;aktiv;4/C5;I;irr;;
was, were;"Vergangenheitsformen von ""be""";passiv;4/C8;I;irr;;
to follow;folgen;aktiv;4/C8;I;v;;
upstairs;(nach) oben;passiv;4/C8;I;av;;
gallery;Galerie;passiv;4/C8;I;s;;
jacket;Jacke;aktiv;4/C8;I;s;;
to steal;stehlen;aktiv;4/C8;I;irr;The pickpocket *is stealing* a bag.;ID1394781
purse;Portemonnaie, Geldbörse;passiv;4/C8;I;s;;
said;"Vergangenheitsform von ""say""";passiv;4/C8;I;irr;;
to stop;stoppen, (an)halten, hier: aufhalten;aktiv;4/C8;I;v;;
policeman (pl policemen);Polizist;aktiv;4/C8;I;s;;
stairs (pl);Treppe;aktiv;4/C8;I;s;;ID1394780
out of;aus;passiv;4/C8;I;ph;;
nervous;nervös;passiv;4/C8;I;a;;
ran;Vergangenheitsform von run;passiv;4/C8;I;irr;;
stole;Vergangenheitsform von steal;passiv;4/C8;I;irr;;
went;Vergangenheitsform von go;passiv;4/C8;I;irr;;
main entrance;Haupteingang;passiv;4/C8;I;s;;
to stay;bleiben;aktiv;4/C8;I;v;There's no school today. We can *stay* at home.;
finally;schließlich, endlich;aktiv;4/C8;I;av;;
to arrive;ankommen, hier: da sein;aktiv;4/C8;I;v;;
on the right;rechts, auf der rechten Seite;aktiv;4/C8;I;av;Lisa is *on the left* and Tom is *on the right*.;ID1383701
on the left;links, auf der linken Seite;aktiv;4/C8;I;av;;ID1383701
right;(nach) rechts;aktiv;4/C8;I;av;*right*;ID1394785
couldn't (= could not);"Vergangenheitsform von ""can't""";aktiv;4/C8;I;ph;It was dark, so I *couldn't* see you.;
left;(nach) links;aktiv;4/C8;I;av;*left*;ID1394785
to switch on;einschalten, anschalten;passiv;4/C8;I;ph;;
to turn right/left;rechts/links abbiegen;passiv;4/C8;I;ph;;
joke;Spaß, Streich, Witz;passiv;4/C8;I;s;;
to prove;beweisen;passiv;4/C8;I;v;;
pocket;Tasche (an Kleidungsstücken);aktiv;4/C8;I;s;;
bin;Mülleimer, Mülltonne;passiv;4/C8;I;s;;
over there;dort drüben;aktiv;4/C8;I;ph;;
to fall;(um)fallen, stürzen;aktiv;4/C8;I;irr;;ID1394770
fell;Vergangenheitsform von „fall“;passiv;4/C8;I;irr;;
saw;Vergangenheitsform von see;passiv;4/C8;I;irr;;
in;in, hier: auf;aktiv;4/C10;I;pr;;
dress;Kleid;passiv;4/C10;I;s;;
owner;Besitzer/in, Eigentümer/in;passiv;4/C10;I;s;;
everything;alles;aktiv;4/C11;I;p;;
the police (no pl);die Polizei;aktiv;4/C11;I;s;;
to notice;bemerken, beachten;aktiv;4/C11;I;v;;
letter;Brief;aktiv;4/C13;I;s;*letter*;ID1394776
to get;erhalten, bekommen;passiv;4/C13;I;irr;;
How are you?;Wie geht es dir/Ihnen/euch?;aktiv;4/C13;I;ph;;
Say hi to ... for me!;Grüß mir (bitte) ...;passiv;4/C13;I;ph;;
I'm fine;Es geht mir gut.;aktiv;4/C13;I;ph;How are you? - *I'm fine*.;
yesterday;gestern;aktiv;4/C13;I;av;Today it's Monday. *Yesterday* it was Sunday.;
world;Welt;aktiv;5/A;I;s;*world*;ID1395875
sound;Geräusch, Klang, Laut;aktiv;5/A1;I;s;;
